iNodes, 6
hNodes, 10
passes, 1252000
accuracy, 0.0205568

0, 0, 0, 0, 0, 0, 0, 13.8766, -2.05973, -6.01826, 8.31631, -0.751267, -9.54368, -3.67631, 7.72152, -19.5106, 8.71778, 6.07266, 
0, 0, 0, 0, 0, 0, 0, -14.0321, 8.9687, 27.5079, -9.20648, -13.4576, 2.45044, 11.8375, -18.0701, 7.17541, 2.2379, 0, 
0, 0, 0, 0, 0, 0, 0, 1.56457, -3.28474, -0.389196, 0.249266, -2.22497, -9.22998, 0.6433, 1.37847, -9.79236, -0.25013, 0, 
0, 0, 0, 0, 0, 0, 0, 1.34947, -8.99637, -7.32251, -6.42891, -4.39326, 11.2885, -1.99457, 1.28302, 12.9984, -11.376, 0, 
0, 0, 0, 0, 0, 0, 0, -8.38783, 2.92104, -5.03804, 4.76004, 2.66264, 4.40183, -1.39072, 1.40092, 19.5489, 9.86637, 0, 
0, 0, 0, 0, 0, 0, 0, -20.5734, 4.11473, 4.90697, -2.35335, 4.88546, -0.251526, -1.04991, 0.880711, 13.9262, -5.48767, 0, 
0, 0, 0, 0, 0, 0, 0, 17.2151, -4.24173, 0.540944, -15.7485, -4.78739, 5.08586, 0.0802097, -13.2799, -13.8382, -20.7823, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8.19462, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66898, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2992, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4.18518, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8.9157, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.4726, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12.6536, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76572, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5.86137, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17552, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
